"InteractorA","InteractorA_type","Relation","InteractorB","InteractorB_type","DB","DB_type","PMID"
"EP300","Gene","up-regulates-quantity-by-expression","TBXAS1","Gene","SIGNOR","Signalling-Networks","14565864"
"NFE2L2","Gene","up-regulates-quantity-by-expression","TBXAS1","Gene","SIGNOR","Signalling-Networks","14565864"
"ZDHHC2","Gene","up-regulates-activity","AKAP5","Gene","SIGNOR","Signalling-Networks","25589740"
"LCK","Gene","up-regulates-activity","ACP1","Gene","SIGNOR","Signalling-Networks","9038134"
"FYN","Gene","up-regulates-activity","ACP1","Gene","SIGNOR","Signalling-Networks","9038134"
"FGFR1","Gene","up-regulates-activity","ACAT1","Gene","SIGNOR","Signalling-Networks","27867011"
"FLT3","Gene","up-regulates-activity","ACAT1","Gene","SIGNOR","Signalling-Networks","34289383"
"SP1","Gene","up-regulates-quantity-by-expression","TNC","Gene","SIGNOR","Signalling-Networks","15001984"
"ETS1","Gene","up-regulates-quantity-by-expression","TNC","Gene","SIGNOR","Signalling-Networks","15001984"
"CIT","Gene","up-regulates-activity","MYL9","Gene","SIGNOR","Signalling-Networks","21457715"
"DAPK3","Gene","up-regulates","MYL9","Gene","SIGNOR","Signalling-Networks","19851336"
"ROCK2","Gene","up-regulates-activity","MYL9","Gene","SIGNOR","Signalling-Networks","8702756"
"PRKCA","Gene","down-regulates","MYL9","Gene","SIGNOR","Signalling-Networks","22136066"
"ROCK1","Gene","up-regulates-activity","MYL9","Gene","SIGNOR","Signalling-Networks","21457715"
"ROCK1","Gene","up-regulates","MYL9","Gene","SIGNOR","Signalling-Networks","8702756"
"MYLK","Gene","up-regulates","MYL9","Gene","SIGNOR","Signalling-Networks","19851336"
"CDC42BPA","Gene","up-regulates","MYL9","Gene","SIGNOR","Signalling-Networks","19851336"
"RUNX3","Gene","up-regulates-quantity-by-expression","DNASE1","Gene","SIGNOR","Signalling-Networks","17956589"
"MAML1","Gene","up-regulates","CCNC","Gene","SIGNOR","Signalling-Networks","15546612"
"MYC","Gene","up-regulates-quantity-by-expression","CCNE1","Gene","SIGNOR","Signalling-Networks","9188852"
"CDK2","Gene","down-regulates","CCNE1","Gene","SIGNOR","Signalling-Networks","19561641"
"CDK2","Gene","down-regulates","CCNE1","Gene","SIGNOR","Signalling-Networks","14536078"
"ARNT","Gene","down-regulates-quantity-by-repression","CCNE1","Gene","SIGNOR","Signalling-Networks","21544813"
"GSK3B","Gene","down-regulates","CCNE1","Gene","SIGNOR","Signalling-Networks","14536078"
"E2F1","Gene","up-regulates-quantity-by-expression","CCNE1","Gene","SIGNOR","Signalling-Networks","8649818"
"E2F1","Gene","up-regulates-quantity-by-expression","CCNE1","Gene","SIGNOR","Signalling-Networks","14618416"
"TFDP1","Gene","up-regulates-quantity-by-expression","CCNE1","Gene","SIGNOR","Signalling-Networks","14618416"
"E2F2","Gene","up-regulates-quantity-by-expression","CCNE1","Gene","SIGNOR","Signalling-Networks","8649818"
"IL13","Gene","up-regulates","IL4R","Gene","SIGNOR","Signalling-Networks","12704343"
"MYCT1","Gene","down-regulates-quantity-by-repression","CCNE1","Gene","SIGNOR","Signalling-Networks","30283340"
"LRRC4","Gene","down-regulates-quantity-by-repression","CCNE1","Gene","SIGNOR","Signalling-Networks","25526788"
"BRD4","Gene","up-regulates","POLR2A","Gene","SIGNOR","Signalling-Networks","22509028"
"MAPK3","Gene","down-regulates","POLR2A","Gene","SIGNOR","Signalling-Networks","14662762"
"MAPK1","Gene","down-regulates","POLR2A","Gene","SIGNOR","Signalling-Networks","14662762"
"CDK7","Gene","down-regulates","POLR2A","Gene","SIGNOR","Signalling-Networks","14662762"
"CDK9","Gene","up-regulates-activity","POLR2A","Gene","SIGNOR","Signalling-Networks","24385927"
"RPAP2","Gene","up-regulates-activity","POLR2A","Gene","SIGNOR","Signalling-Networks","22137580"
"EFNA1","Gene","up-regulates","EPHA1","Gene","SIGNOR","Signalling-Networks","9330863"
"PHF3","Gene","down-regulates-activity","POLR2A","Gene","SIGNOR","Signalling-Networks","34667177"
"CTDSP1","Gene","up-regulates-activity","POLR2A","Gene","SIGNOR","Signalling-Networks","22137580"
"CTDSP1","Gene","up-regulates-activity","POLR2A","Gene","SIGNOR","Signalling-Networks","17157258"
"SSU72","Gene","up-regulates-activity","POLR2A","Gene","SIGNOR","Signalling-Networks","15125841"
"CDK12","Gene","up-regulates","POLR2A","Gene","SIGNOR","Signalling-Networks","22012619"
"CDK12","Gene","up-regulates-activity","POLR2A","Gene","SIGNOR","Signalling-Networks","22012619"
"CDK2AP1","Gene","down-regulates-activity","CDK2","Gene","SIGNOR","Signalling-Networks","22427660"
"TGFB1","Gene","down-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","10611320"
"PTPRG","Gene","down-regulates-activity","CDK2","Gene","SIGNOR","Signalling-Networks","25624455"
"CCNE1","Gene","up-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","23437375"
"CDK2","Gene","up-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","17361108"
"ARNT","Gene","down-regulates-quantity-by-repression","CDK2","Gene","SIGNOR","Signalling-Networks","21544813"
"MAPK1","Gene","up-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","12359725"
"WEE1","Gene","down-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","11029659"
"CDC25A","Gene","up-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","12411508"
"CDC25A","Gene","up-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","22263797"
"CDC25A","Gene","up-regulates-activity","CDK2","Gene","SIGNOR","Signalling-Networks","11154267"
"CDC25A","Gene","up-regulates-activity","CDK2","Gene","SIGNOR","Signalling-Networks","10454565"
"AKT1","Gene","up-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","18354084"
"CDKN1A","Gene","down-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","16982699"
"CDKN1B","Gene","down-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","17409098"
"CDK7","Gene","up-regulates-activity","CDK2","Gene","SIGNOR","Signalling-Networks","10085115"
"PTP4A2","Gene","up-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","14643450"
"CDKN3","Gene","down-regulates-activity","CDK2","Gene","SIGNOR","Signalling-Networks","11463386"
"CDK20","Gene","up-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","14597612"
"PTP4A1","Gene","up-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","14643450"
"LRRC4","Gene","down-regulates-quantity-by-repression","CDK2","Gene","SIGNOR","Signalling-Networks","25526788"
"CXCL8","Gene","up-regulates","CXCR1","Gene","SIGNOR","Signalling-Networks","11350788"
"REEP5","Gene","up-regulates-activity","CXCR1","Gene","SIGNOR","Signalling-Networks","27966653"
"CXCL8","Gene","up-regulates","CXCR2","Gene","SIGNOR","Signalling-Networks","11350788"
"MIF","Gene","up-regulates-activity","CXCR2","Gene","SIGNOR","Signalling-Networks","17435771"
"GRK2","Gene","down-regulates-activity","CXCR2","Gene","SIGNOR","Signalling-Networks","22634615"
"DVL1","Gene","down-regulates-activity","APC","Gene","SIGNOR","Signalling-Networks","10330181"
"AXIN1","Gene","up-regulates-activity","APC","Gene","SIGNOR","Signalling-Networks","9734785"
"CDC14B","Gene","up-regulates","APC","Gene","SIGNOR","Signalling-Networks","18662541"
"KRT1","Gene","up-regulates-activity","APC","Gene","SIGNOR","Signalling-Networks","18359618"
"PRKACA","Gene","down-regulates-activity","APC","Gene","SIGNOR","Signalling-Networks","11050185"
"CSNK1E","Gene","up-regulates-activity","APC","Gene","SIGNOR","Signalling-Networks","11487578"
"GSK3B","Gene","up-regulates","APC","Gene","SIGNOR","Signalling-Networks","10698523"
"CHRNB3","Gene","up-regulates-activity","APC","Gene","SIGNOR","Signalling-Networks","14502292"
"AMER1","Gene","up-regulates","APC","Gene","SIGNOR","Signalling-Networks","23151663"
"AXIN2","Gene","up-regulates","APC","Gene","SIGNOR","Signalling-Networks","10911903"
"ANXA1","Gene","up-regulates-activity","FPR3","Gene","SIGNOR","Signalling-Networks","15187149"
"ANXA1","Gene","up-regulates-activity","FPR2","Gene","SIGNOR","Signalling-Networks","15187149"
"CAMP","Gene","up-regulates","FPR2","Gene","SIGNOR","Signalling-Networks","11015447"
"GUCA2B","Gene","up-regulates","GUCY2C","Gene","SIGNOR","Signalling-Networks","10845107"
"PRKCG","Gene","up-regulates-activity","GRK2","Gene","SIGNOR","Signalling-Networks","11042191"
"PRKCG","Gene","up-regulates","GRK2","Gene","SIGNOR","Signalling-Networks","11042191"
"SRC","Gene","up-regulates-activity","GRK2","Gene","SIGNOR","Signalling-Networks","16725308"
"PRKCA","Gene","up-regulates-activity","GRK2","Gene","SIGNOR","Signalling-Networks","11042191"
"PRKACA","Gene","up-regulates-activity","GRK2","Gene","SIGNOR","Signalling-Networks","11278469"
"MAPK3","Gene","down-regulates","GRK2","Gene","SIGNOR","Signalling-Networks","10574913"
"NCS1","Gene","down-regulates-activity","GRK2","Gene","SIGNOR","Signalling-Networks","12351722"
"PRKCD","Gene","up-regulates-activity","GRK2","Gene","SIGNOR","Signalling-Networks","11042191"
"MFGE8","Gene","up-regulates-quantity-by-expression","GRK2","Gene","SIGNOR","Signalling-Networks","22634615"
"CDKN2A","Gene","down-regulates","CDK2","Gene","SIGNOR","Signalling-Networks","10022885"
"EDN1","Gene","up-regulates","EDNRA","Gene","SIGNOR","Signalling-Networks","16597412"
"CXCL11","Gene","up-regulates-activity","ACKR3","Gene","SIGNOR","Signalling-Networks","16940167"
"F2","Gene","up-regulates","F2R","Gene","SIGNOR","Signalling-Networks","23450633"
"SPDYA","Gene","up-regulates-activity","CDK2","Gene","SIGNOR","Signalling-Networks","33015044"
"F2","Gene","up-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"F2","Gene","up-regulates","F2R","Gene","SIGNOR","Signalling-Networks","22972936"
"F2","Gene","down-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"PLG","Gene","up-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"PLG","Gene","down-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"CAPN1","Gene","up-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"CAPN1","Gene","down-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"ELANE","Gene","up-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"ELANE","Gene","down-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"CTSG","Gene","down-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"CTSG","Gene","up-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"PRTN3","Gene","down-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"GAL","Gene","up-regulates","GALR2","Gene","SIGNOR","Signalling-Networks","10601261"
"CDK2","Gene","down-regulates","GRK2","Gene","SIGNOR","Signalling-Networks","20080565"
"PRTN3","Gene","up-regulates-activity","F2R","Gene","SIGNOR","Signalling-Networks","10978167"
"TWIST1","Gene","down-regulates-quantity-by-repression","F2R","Gene","SIGNOR","Signalling-Networks","19051271"
"TWIST2","Gene","down-regulates-quantity-by-repression","F2R","Gene","SIGNOR","Signalling-Networks","19051271"
"PMP22","Gene","up-regulates-activity","MPZ","Gene","SIGNOR","Signalling-Networks","10212299"
"CDK2","Gene","up-regulates","MCM3","Gene","SIGNOR","Signalling-Networks","21965652"
"DAPK1","Gene","unknown","MCM3","Gene","SIGNOR","Signalling-Networks","18283219"
"ATM","Gene","unknown","MCM3","Gene","SIGNOR","Signalling-Networks","15210935"
"RNF4","Gene","up-regulates-activity","NFYB","Gene","SIGNOR","Signalling-Networks","15496512"
"ZBED1","Gene","up-regulates-quantity-by-expression","RPS12","Gene","SIGNOR","Signalling-Networks","17220279"
"H4C1","Gene","up-regulates-activity","BRD2","Gene","SIGNOR","Signalling-Networks","12776177"
"HDAC11","Gene","down-regulates-activity","BRD2","Gene","SIGNOR","Signalling-Networks","30089714"
"BRD7","Gene","up-regulates-quantity-by-expression","BRD2","Gene","SIGNOR","Signalling-Networks","12600283"
"TP53","Gene","up-regulates-quantity-by-expression","FAS","Gene","SIGNOR","Signalling-Networks","9841917"
"EGR1","Gene","down-regulates-quantity-by-repression","FAS","Gene","SIGNOR","Signalling-Networks","9300687"
"FAS","Gene","up-regulates-activity","FAS","Gene","SIGNOR","Signalling-Networks","14585074"
"FAS","Gene","up-regulates-activity","FAS","Gene","SIGNOR","Signalling-Networks","19305384"
"AKT1","Gene","down-regulates","FAS","Gene","SIGNOR","Signalling-Networks","15004527"
"FASLG","Gene","up-regulates-activity","FAS","Gene","SIGNOR","Signalling-Networks","14965271"
"FASLG","Gene","up-regulates-activity","FAS","Gene","SIGNOR","Signalling-Networks","9228058"
"RIPK1","Gene","up-regulates-activity","FAS","Gene","SIGNOR","Signalling-Networks","18545270"
"MLXIPL","Gene","up-regulates-quantity-by-expression","FAS","Gene","SIGNOR","Signalling-Networks","15496471"
"DAXX","Gene","down-regulates","FAS","Gene","SIGNOR","Signalling-Networks","9215629"
"PLK1","Gene","up-regulates","YY1","Gene","SIGNOR","Signalling-Networks","23226345"
"CXCL12","Gene","up-regulates","ACKR3","Gene","SIGNOR","Signalling-Networks","16107333"
"HIC1","Gene","down-regulates-quantity-by-repression","ACKR3","Gene","SIGNOR","Signalling-Networks","23340301"
"CSNK2A1","Gene","up-regulates","YY1","Gene","SIGNOR","Signalling-Networks","23226345"
"AURKB","Gene","up-regulates","YY1","Gene","SIGNOR","Signalling-Networks","23226345"
"MAPKAPK5","Gene","up-regulates","DNAJB1","Gene","SIGNOR","Signalling-Networks","24309468"
"CSNK2A1","Gene","unknown","PSMA3","Gene","SIGNOR","Signalling-Networks","8619999"
"BMP7","Gene","up-regulates-quantity-by-expression","UCP1","Gene","SIGNOR","Signalling-Networks","18719589"
"BMP7","Gene","up-regulates","UCP1","Gene","SIGNOR","Signalling-Networks","18719589"
"PPARG","Gene","up-regulates-quantity-by-expression","UCP1","Gene","SIGNOR","Signalling-Networks","32991581"
"TRPV4","Gene","down-regulates-quantity-by-repression","UCP1","Gene","SIGNOR","Signalling-Networks","23021218"
"NPY","Gene","up-regulates","NPY1R","Gene","SIGNOR","Signalling-Networks","9549761"
"CD40LG","Gene","up-regulates-activity","CD40","Gene","SIGNOR","Signalling-Networks","12324477"
"CD40LG","Gene","up-regulates-activity","CD40","Gene","SIGNOR","Signalling-Networks","19426221"
"IKBKB","Gene","down-regulates-activity","NFKBIA","Gene","SIGNOR","Signalling-Networks","21232017"
"IKBKB","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","11815618"
"CHUK","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","9346241"
"MAP3K7","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","9480845"
"BPLF1","Gene","down-regulates-activity","NFKBIA","Gene","SIGNOR","Signalling-Networks","24586164"
"NR3C1","Gene","up-regulates-quantity-by-expression","NFKBIA","Gene","SIGNOR","Signalling-Networks","7569975"
"LCK","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","14534291"
"ANXA3","Gene","up-regulates-activity","NFKBIA","Gene","SIGNOR","Signalling-Networks","27995049"
"SRC","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","9792645"
"TNFRSF1A","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","21232017"
"EIF2AK2","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","10723127"
"CASP3","Gene","up-regulates-quantity-by-stabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","9367996"
"CSNK2A1","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","10398585"
"PTPN13","Gene","up-regulates-quantity-by-stabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","11106428"
"IKBKE","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","20717897"
"IKBKE","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","11815618"
"RPS6KA2","Gene","down-regulates","NFKBIA","Gene","SIGNOR","Signalling-Networks","20385620"
"PCSK7","Gene","down-regulates","NFKBIA","Gene","SIGNOR","Signalling-Networks","14767066"
"ZBTB20","Gene","down-regulates-quantity-by-repression","NFKBIA","Gene","SIGNOR","Signalling-Networks","23776228"
"TBK1","Gene","down-regulates-quantity-by-destabilization","NFKBIA","Gene","SIGNOR","Signalling-Networks","11815618"
"FBXW11","Gene","down-regulates","NFKBIA","Gene","SIGNOR","Signalling-Networks","9990853"
"FBXW11","Gene","down-regulates","NFKBIA","Gene","SIGNOR","Signalling-Networks","7479976"
"G3BP2","Gene","down-regulates-activity","NFKBIA","Gene","SIGNOR","Signalling-Networks","10969074"
"TGFB1","Gene","down-regulates-quantity-by-repression","ITGA3","Gene","SIGNOR","Signalling-Networks","1744142"
"IL1B","Gene","down-regulates-quantity-by-repression","ITGA3","Gene","SIGNOR","Signalling-Networks","1744142"
"ITGB1BP1","Gene","down-regulates-activity","ITGB7","Gene","SIGNOR","Signalling-Networks","19118207"
"PRKCB","Gene","unknown","ITGB7","Gene","SIGNOR","Signalling-Networks","12682249"
"PRKCD","Gene","unknown","ITGB7","Gene","SIGNOR","Signalling-Networks","12682249"
"TLN1","Gene","up-regulates-activity","ITGB7","Gene","SIGNOR","Signalling-Networks","19118207"
"ITGB1BP1","Gene","down-regulates-activity","ITGB8","Gene","SIGNOR","Signalling-Networks","19118207"
"DOK1","Gene","down-regulates-activity","ITGB8","Gene","SIGNOR","Signalling-Networks","19118207"
"TLN1","Gene","up-regulates-activity","ITGB8","Gene","SIGNOR","Signalling-Networks","19118207"
"STK10","Gene","up-regulates-activity","MSN","Gene","SIGNOR","Signalling-Networks","19255442"
"RHOA","Gene","up-regulates-activity","MSN","Gene","SIGNOR","Signalling-Networks","35267019"
"PRKCQ","Gene","unknown","MSN","Gene","SIGNOR","Signalling-Networks","9856983"
"ROCK1","Gene","up-regulates-activity","MSN","Gene","SIGNOR","Signalling-Networks","9856983"
"LRRK2","Gene","up-regulates-activity","MSN","Gene","SIGNOR","Signalling-Networks","17447891"
"LRRK2","Gene","up-regulates-activity","MSN","Gene","SIGNOR","Signalling-Networks","8537411"
"CDC42BPB","Gene","up-regulates-activity","MSN","Gene","SIGNOR","Signalling-Networks","10947843"
"MAP3K7","Gene","unknown","PTPN3","Gene","SIGNOR","Signalling-Networks","9341175"
